role,feature_set,component,candidate,horizon,stage,fold,rounds,path,sha256
cv,base,R_t,hurdle,osi_target_t06h,classification,3.0,168,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold3.txt,3a6ef96982b331aef09f80ba571eb14a717884483c712a02bbb3d7f3cf2773fc
cv,base,R_t,hurdle,osi_target_t06h,magnitude,3.0,154,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold3.txt,a527dafe2ffd8460ba649114f5382838706c9034115ba2229f1b8cc8be6dd3b8
cv,base,R_t,hurdle,osi_target_t06h,classification,4.0,159,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_fold4.txt,7ee9f22d6f089bb33d5aeeef4cf4eb68f845269fcbff3e44828eb15558772b2b
cv,base,R_t,hurdle,osi_target_t06h,magnitude,4.0,80,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_fold4.txt,47d60dfdfd38fcf18dfee0303e7786a892b54ec0b712074e814d9d650e8f57b3
final,base,R_t,hurdle,osi_target_t06h,classification,,172,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t06h_classification_v1.9_balanced_v1_final.txt,bc58b7ec4330348346f0557876648a31e75d1151c973cf7ee53cffd0d2b4517f
final,base,R_t,hurdle,osi_target_t06h,magnitude,,116,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t06h_magnitude_v1.9_balanced_v1_final.txt,02f7bc5f8338cb525240eb55c4708dca79439d825e601e1f02987ff24b9162ff
cv,base,R_t,hurdle,osi_target_t24h,classification,0.0,232,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold0.txt,ab1cb9863f523c3d1a926fb18d23dc6babbdc0a1282e21e55dd8b314ef5fce2e
cv,base,R_t,hurdle,osi_target_t24h,magnitude,0.0,130,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold0.txt,ea4fb977f199a6fb6438070f200daa4874c41d97ba42d8d3c82478ec078d6426
cv,base,R_t,hurdle,osi_target_t24h,classification,1.0,166,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold1.txt,4113829f1fbd32852029043570fe2ad3867874102b8171da8f2b9fa00e375bdc
cv,base,R_t,hurdle,osi_target_t24h,magnitude,1.0,10,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold1.txt,4432dae435be2e562b489166db10425c4978228c297c56705b0a75e73240b546
cv,base,R_t,hurdle,osi_target_t24h,classification,2.0,172,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold2.txt,921c51d124846918920b92b20461fe052105ff045a424b3d280eeb6996c5c568
cv,base,R_t,hurdle,osi_target_t24h,magnitude,2.0,260,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold2.txt,89e566d48455e52e32a295f385a72915dd7a8e5d88cfa31daa3246c395668dbd
cv,base,R_t,hurdle,osi_target_t24h,classification,3.0,134,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold3.txt,1038f22bc5a60f1f5c0cdf17c2eadda6110424c37ac435b512f1ba3eab24c11f
cv,base,R_t,hurdle,osi_target_t24h,magnitude,3.0,51,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold3.txt,f0e9ba0ea6c32f6b22bda1be57ba1c66de224412b86628048dba385c5d9d726d
cv,base,R_t,hurdle,osi_target_t24h,classification,4.0,247,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_fold4.txt,31e7ed04587b81cc138592c7c9d1a8be04810472581bf8c786b512d623ea41d4
cv,base,R_t,hurdle,osi_target_t24h,magnitude,4.0,140,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_fold4.txt,9dc6d4fb224dbedb62dabd2839c0d45b1336240a599c9534ab79dd625acdd36a
final,base,R_t,hurdle,osi_target_t24h,classification,,190,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t24h_classification_v1.9_balanced_v1_final.txt,9c292a0c5767a052469906ff5b67897585c3280058e3640fbf675525bb90bcca
final,base,R_t,hurdle,osi_target_t24h,magnitude,,118,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t24h_magnitude_v1.9_balanced_v1_final.txt,d7b9f2bf5d9842a142a450a3da2e40f96fc36c7bd6ab29c1013b09436c8c50e3
cv,base,R_t,hurdle,osi_target_t48h,classification,0.0,137,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold0.txt,3f4398b75d4743d9e2537f75160daa9a993014b44a0f2a9c6364f7ecbb6e5a5c
cv,base,R_t,hurdle,osi_target_t48h,magnitude,0.0,119,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold0.txt,c0dec84ddb9e19b8f52e090b1cf902f93faaebc9a8840642b8f43506aabd4451
cv,base,R_t,hurdle,osi_target_t48h,classification,1.0,132,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold1.txt,6975be8e28572c129c9d4dfc3d5dd18289de6e12ecbaa7287f2fab718a6d4d9b
cv,base,R_t,hurdle,osi_target_t48h,magnitude,1.0,43,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold1.txt,850c2db78f8b2af40ebdb95efa684740e13010a842205b76e8eb66e3356bc4e8
cv,base,R_t,hurdle,osi_target_t48h,classification,2.0,168,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold2.txt,e7e7625fb4e9b82e6f903f10a6ffb12dd50a1fa07c013c5e3a8c551a4816302a
cv,base,R_t,hurdle,osi_target_t48h,magnitude,2.0,244,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold2.txt,69ad9704a3361cc3c68ee831d508293e70c2b7c925449c38af1f8f14de452425
cv,base,R_t,hurdle,osi_target_t48h,classification,3.0,95,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold3.txt,4ff698726ff7175ee331e640bdfb82af8147f0d04658fcce7480ff93a716592c
cv,base,R_t,hurdle,osi_target_t48h,magnitude,3.0,11,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold3.txt,8beb0d915bbb7a0de6d4a41140d17f32e3a1772d8416b8146f449b0c227b96df
cv,base,R_t,hurdle,osi_target_t48h,classification,4.0,118,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_fold4.txt,af7c651a79b4760d5e3a022acaf92ae3b11151a67be2b9b3c4716aca1bb6c4e2
cv,base,R_t,hurdle,osi_target_t48h,magnitude,4.0,50,versions/v1.9/models/cv/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_fold4.txt,b2b1bafbee2f5065003fc11ca04445dc297e4ab665200a0f76eec49240b52d03
final,base,R_t,hurdle,osi_target_t48h,classification,,130,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t48h_classification_v1.9_balanced_v1_final.txt,a72e2e5f2c2126b7cc98ef7f6e15593ccc77525441170e65ec414b3858fa5dfe
final,base,R_t,hurdle,osi_target_t48h,magnitude,,93,versions/v1.9/models/final/lgbm_base_R_t_hurdle_osi_t48h_magnitude_v1.9_balanced_v1_final.txt,69f9c5ce9a5684d26db97adbe1ecfdf74b089d6ae91ab60a34b42658788e0899
cv,profile,P_t,huber,osi_target_t01h,regression,0.0,147,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,3524e8791e567785faa2788847729eae318910a3e761fd92ed14f5c5f59cb4f1
cv,profile,P_t,huber,osi_target_t01h,regression,1.0,43,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,a82c31fa5d5a6b8df1ff31daf2a7e0f3a00654646d935fb7325061ada4c7536b
cv,profile,P_t,huber,osi_target_t01h,regression,2.0,243,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,ebb9001a06494b8cd6beda8ac226dd46a8c1d997288d64b25054d2577cbb1cad
cv,profile,P_t,huber,osi_target_t01h,regression,3.0,388,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,9c9c9c0adaf648a29ab38e7c9df65cfa57bc27bfffc5a529df7136e6cd123860
cv,profile,P_t,huber,osi_target_t01h,regression,4.0,464,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,bdf8f01fbc4cc2d5ad0642380306c8c6f2957cda0811be39c1177438c9a80e13
final,profile,P_t,huber,osi_target_t01h,regression,,257,versions/v1.9/models/final/lgbm_profile_P_t_huber_osi_t01h_regression_v1.9_balanced_v1_final.txt,7ab8da8b484e67deb43ef78a3b543d3bcb6c05e2635f988ab165e10fce490682
cv,profile,P_t,huber,osi_target_t06h,regression,0.0,175,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,7d0a5bdaec281bc29458b00ae5b07d07b1c1290fb33c784f61effe7cf6e88c4b
cv,profile,P_t,huber,osi_target_t06h,regression,1.0,31,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,fec85a4c0b5a956662b43eb0a130ea1af4e881824555f4b53059ce55f5926eb8
cv,profile,P_t,huber,osi_target_t06h,regression,2.0,700,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,688fa96fbe112030e8d3d9cd3604e7074f8bcbf3cbbe6e8976fb3aa989608bc7
cv,profile,P_t,huber,osi_target_t06h,regression,3.0,109,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,90d405a7f1290c654fd77c7882cdd03c3e74d410794652606dc61cdf39274762
cv,profile,P_t,huber,osi_target_t06h,regression,4.0,425,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,b96bf481d2f66de49ede9a86a41a4b1fd5789805466ff3f877079c28ca176712
final,profile,P_t,huber,osi_target_t06h,regression,,288,versions/v1.9/models/final/lgbm_profile_P_t_huber_osi_t06h_regression_v1.9_balanced_v1_final.txt,e339512682cc78f163e33d6d4ff6b505044a804602aff81e6a33dcbd7f4150fc
cv,profile,P_t,huber,osi_target_t24h,regression,0.0,200,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,78d4663461175e1b76acb0f38dde46c64229f53d398b850f0a1a89f86fbbf62b
cv,profile,P_t,huber,osi_target_t24h,regression,1.0,11,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,13a6609fa51e1ecba4e77de208415e18b27397da3c2583f221960cf4462361fd
cv,profile,P_t,huber,osi_target_t24h,regression,2.0,537,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,994e356edf3906935cf09eeaabea31107f77eb4278a9f72fd3cc3821cc34e303
cv,profile,P_t,huber,osi_target_t24h,regression,3.0,38,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,0ed79b717bef6a7c080c95feda3ba0a3a9ef484423e7f3c287b6b70786d5c7a7
cv,profile,P_t,huber,osi_target_t24h,regression,4.0,409,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,d8bfb7e8cf39f5be781866b2872fcc2949323a4bb8831254021faf933d550462
final,profile,P_t,huber,osi_target_t24h,regression,,239,versions/v1.9/models/final/lgbm_profile_P_t_huber_osi_t24h_regression_v1.9_balanced_v1_final.txt,a791e6239d69f10f298bf46ed87940b747c3c3827d45d69c16c3b330eba54598
cv,profile,P_t,huber,osi_target_t48h,regression,0.0,309,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,10a587915960d2d25e0a5db1c34378c0462bc65679b17ade8588784ca938afdf
cv,profile,P_t,huber,osi_target_t48h,regression,1.0,15,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,c165dd85c93365707d6dbca1c5b6921be33e10dc5febb8fec2406284dfaf44eb
cv,profile,P_t,huber,osi_target_t48h,regression,2.0,447,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,1dad67ec640343af7a878369dd4a8591045a6a13b4638b4b1877bf4ad2ac3713
cv,profile,P_t,huber,osi_target_t48h,regression,3.0,25,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,4d17acfb933b3941e57302c53655416edc18e0dbf8f881cc5ad93d8ee0f7319e
cv,profile,P_t,huber,osi_target_t48h,regression,4.0,180,versions/v1.9/models/cv/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,6137b501f127719bfb2a8b7ef538db3868ee5398b573ab1709cf703cb835b82a
final,profile,P_t,huber,osi_target_t48h,regression,,195,versions/v1.9/models/final/lgbm_profile_P_t_huber_osi_t48h_regression_v1.9_balanced_v1_final.txt,9f425716edbd3337e5be7d532b73adf49691818c3eb356c7d1e2a2082b7a24e6
cv,profile,P_t,l2,osi_target_t01h,regression,0.0,145,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,ae5f9bfbe4c8d6258b761808005efcbcee5614679d33e16519fb0642afa1cc64
cv,profile,P_t,l2,osi_target_t01h,regression,1.0,43,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,3d7ec2a83e60d3ae5883e9946dfcb88a458ce1ec9396a3d5c2c66ed2108e1650
cv,profile,P_t,l2,osi_target_t01h,regression,2.0,216,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,d231230bf2310fe39317356f84f9b20ad3d59e518d0c52212325120557d1226f
cv,profile,P_t,l2,osi_target_t01h,regression,3.0,388,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,572d056b4a205618a76f64859764260c5ed5df0275a04d10f6ab3702233415b4
cv,profile,P_t,l2,osi_target_t01h,regression,4.0,140,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,5ff2a0888189b1098d4c9f141be3c8fa6b03b997d5f683adc54497d3ade5511e
final,profile,P_t,l2,osi_target_t01h,regression,,186,versions/v1.9/models/final/lgbm_profile_P_t_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,d6f24388c4b3d23144f74bcb1f55fd734e7527bc258e1cb4ba8004d14f78a9b3
cv,profile,P_t,l2,osi_target_t06h,regression,0.0,175,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,865d0c88b4f70cbfd12778533e6529de926796709c966fd64797f04506e501e2
cv,profile,P_t,l2,osi_target_t06h,regression,1.0,31,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,20e1a82be2be95d61cb3372b6e141f9da73def4412c348516d08414bc24db948
cv,profile,P_t,l2,osi_target_t06h,regression,2.0,700,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,693b043932d3f5040b91d4040eca5635bc697e1139ce928822284ba49edf2393
cv,profile,P_t,l2,osi_target_t06h,regression,3.0,109,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,59c64d297d114dedec6ee49cd0da62429d70f95e722d2ed83430d3c588df94de
cv,profile,P_t,l2,osi_target_t06h,regression,4.0,425,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,7df0a98a405160594f0bd30876314b9713368de60f4634cf499114b3ca651c55
final,profile,P_t,l2,osi_target_t06h,regression,,288,versions/v1.9/models/final/lgbm_profile_P_t_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,fe396b49547f52619fb3ca53e5622dc0aac71cd7efe61eaa62409b0f36e83828
cv,profile,P_t,l2,osi_target_t24h,regression,0.0,200,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,d1779fead81681723bd15ed3635d2783c4decab2f1fe533e29337ea207d0679c
cv,profile,P_t,l2,osi_target_t24h,regression,1.0,11,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,ae27626d3d9e4e33647b178db2798696602ac1f84850faaae7bdd13a47a413c5
cv,profile,P_t,l2,osi_target_t24h,regression,2.0,537,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,c8d79230a3bcedb5f19b4a747dbc56a6c1fcf2ff711eee54668101e401e13af2
cv,profile,P_t,l2,osi_target_t24h,regression,3.0,38,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,8822eb903ac276de97ab7728fd7847652e518a8a98fdfcea3c0b8bd8ccdef024
cv,profile,P_t,l2,osi_target_t24h,regression,4.0,409,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,aad5d4ce024efbdd63af35fbb9dfafcdbcffa7c3b0247a2c48cee60dd6bda4c0
final,profile,P_t,l2,osi_target_t24h,regression,,239,versions/v1.9/models/final/lgbm_profile_P_t_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,e652e378f1ebf03ad435e64feaeb1ee43a1d8d7f96fe3af88bcc09684ed470e2
cv,profile,P_t,l2,osi_target_t48h,regression,0.0,309,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,ad887ffe976de22f39bd9303835444bc325102de6b593f5aa8f3f295e9de8981
cv,profile,P_t,l2,osi_target_t48h,regression,1.0,15,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,76ec0685febcf27948fb6ad4d0e5676127b959d39516932423ceed0f731c2d5d
cv,profile,P_t,l2,osi_target_t48h,regression,2.0,447,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,8000e3d10a9fb37ff995560d9e28b02ca620cd4f04118cfac0c628d7caa0e537
cv,profile,P_t,l2,osi_target_t48h,regression,3.0,25,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,e63da95d011d372e5e1aa2d993046d27bfbb8c69c8e089bca8a0759b206180d6
cv,profile,P_t,l2,osi_target_t48h,regression,4.0,180,versions/v1.9/models/cv/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,665997e46e0287655ff8a18cb01aebd23c02915f0a71ed3695d33a88456191bb
final,profile,P_t,l2,osi_target_t48h,regression,,195,versions/v1.9/models/final/lgbm_profile_P_t_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,4ebae734f2d5fb78cc1baa2cbaa43f3b9c6bfd67d8e2c51c41865dfcb26c16cd
cv,profile,P_t,weighted_l2,osi_target_t01h,regression,0.0,95,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,1c0750364a943960b0028a0bf9b1a31e04af357a61fa5e47da7e3ea44fb9dae3
cv,profile,P_t,weighted_l2,osi_target_t01h,regression,1.0,67,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,6eb65fa4ef8ed0021c189738e3c13638960ea5638132664e15e486d9a90dd5fe
cv,profile,P_t,weighted_l2,osi_target_t01h,regression,2.0,101,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,ab2e25bfd8f43e8bcc370ddc60c8e523643fd313271e6684e9290eee564cd210
cv,profile,P_t,weighted_l2,osi_target_t01h,regression,3.0,352,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold3.txt,633c07fad50a7638816113eccccca6ebd7f4ad961c65c93cbf1468016eeb9be7
cv,profile,P_t,weighted_l2,osi_target_t01h,regression,4.0,232,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_fold4.txt,0cc9261d450ae8d75da0cd0974e9eef764578b770b1691d73540e177d3b8b4d9
final,profile,P_t,weighted_l2,osi_target_t01h,regression,,169,versions/v1.9/models/final/lgbm_profile_P_t_weighted_l2_osi_t01h_regression_v1.9_balanced_v1_final.txt,0d34a626fb6a0a1d710c8d929a9e01a7ecf9d57714ec42c2d13b6934f302e847
cv,profile,P_t,weighted_l2,osi_target_t06h,regression,0.0,206,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold0.txt,ddb504a9cfe067a7bf083f4bc75cdbe0ca0996acf92713951723ff220e2bbc2e
cv,profile,P_t,weighted_l2,osi_target_t06h,regression,1.0,55,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold1.txt,d8d35e195dd31da0c5f3f6aaf64b6841481b300f7d0e6255989d085d21ab2553
cv,profile,P_t,weighted_l2,osi_target_t06h,regression,2.0,315,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold2.txt,b547aca0480b22efc732108438c7d156dae2a4a8b1943c6530cd40c56d9562f9
cv,profile,P_t,weighted_l2,osi_target_t06h,regression,3.0,112,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold3.txt,ee57ce8f7a08a45cb8dbd71268f878304bae259ccca705873c89fe65191ba4f8
cv,profile,P_t,weighted_l2,osi_target_t06h,regression,4.0,180,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_fold4.txt,a8f122191f9a54985042814d0243252cd0fafad6cf58ffee1ce713b3a0d6e843
final,profile,P_t,weighted_l2,osi_target_t06h,regression,,173,versions/v1.9/models/final/lgbm_profile_P_t_weighted_l2_osi_t06h_regression_v1.9_balanced_v1_final.txt,712116824a556a5f0e7930b24285be193d92c517ed572e656ca2232e776cc57e
cv,profile,P_t,weighted_l2,osi_target_t24h,regression,0.0,112,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold0.txt,5f741d859916d16a7ecd3ca7fcd645da0757f5b05b35d05dcc9a39ee98d3f871
cv,profile,P_t,weighted_l2,osi_target_t24h,regression,1.0,17,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold1.txt,8acb8680c36078475d01cb0df0fb5fb401911d66aec3ce0294931c8d5df85d59
cv,profile,P_t,weighted_l2,osi_target_t24h,regression,2.0,416,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold2.txt,5c2a2e89e3a7613b9334174288ca22dc51eb0f9e8939045a57154e1967653509
cv,profile,P_t,weighted_l2,osi_target_t24h,regression,3.0,27,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold3.txt,3be81056a90115a3293981f4f3aa1007c2bb07428f0573c5b38944d32e89183a
cv,profile,P_t,weighted_l2,osi_target_t24h,regression,4.0,144,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_fold4.txt,7e8df794efa045d4ab4e3bb9f9ff680eadbead96a3a0556da46acb44b280c036
final,profile,P_t,weighted_l2,osi_target_t24h,regression,,143,versions/v1.9/models/final/lgbm_profile_P_t_weighted_l2_osi_t24h_regression_v1.9_balanced_v1_final.txt,e30c379656d660cadb05240d782a2a55d219e281b3a9734850a82441348b6abf
cv,profile,P_t,weighted_l2,osi_target_t48h,regression,0.0,161,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold0.txt,623b86acacd8b24b77bac53657522328034c6f867cc00dbdf9531cfaeb5524ad
cv,profile,P_t,weighted_l2,osi_target_t48h,regression,1.0,35,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold1.txt,caff46a23dcd5ee12f0f67399d8d20924da9831d4ff8445e2e784c2a63f97602
cv,profile,P_t,weighted_l2,osi_target_t48h,regression,2.0,284,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold2.txt,9d4f1641820dddaa365c55fd78012ddbe5a8d64fff5f987fef221e7550d5c431
cv,profile,P_t,weighted_l2,osi_target_t48h,regression,3.0,20,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold3.txt,fe21a1182064b99f169b051caf770edc0c7b9397ea98485d71c884eab6bc110b
cv,profile,P_t,weighted_l2,osi_target_t48h,regression,4.0,98,versions/v1.9/models/cv/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_fold4.txt,6e9fef259a2810293a91b0ab2c9e2035ccf52094932e82d5239fe0e0dc5a281d
final,profile,P_t,weighted_l2,osi_target_t48h,regression,,119,versions/v1.9/models/final/lgbm_profile_P_t_weighted_l2_osi_t48h_regression_v1.9_balanced_v1_final.txt,c20241f7329a78dbee7fc2d631c44b6c79a4cc571e5bc48faad234a1dba061a5
cv,profile,N_t,huber,osi_target_t01h,regression,0.0,29,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold0.txt,6913afd8ec0fd925d850ffc202bff9f9b391a17caf3c5dff4fb44aea58cb2da6
cv,profile,N_t,huber,osi_target_t01h,regression,1.0,300,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold1.txt,6332d72275046a962f92239371a4b66e6c7422d97640908bfebb3b3c31cea081
cv,profile,N_t,huber,osi_target_t01h,regression,2.0,136,versions/v1.9/models/cv/lgbm_profile_N_t_huber_osi_t01h_regression_v1.9_balanced_v1_fold2.txt,dd08ecc6806f2dc504e984556e75a14d603396f613f7066e52dd47863d457fb2
